task_id,correct_answer,llm_answer,llm_response,matched
jenkins slave password exposed in process table,4.5,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
jenkins slave password exposed in process table<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Find & archive José Garmilla's S/G separation code,2.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Find & archive José Garmilla's S/G separation code<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Fix & document S/G code,5.0,10,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Fix & document S/G code<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 10<|eot_id|>",False
Wrap clone for all table classes,0.5,6,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Wrap clone for all table classes<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 6<|eot_id|>",False
Check uses of darktime for NAN,1.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Check uses of darktime for NAN<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Shared stack build failures on lsst-dev01,1.0,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Shared stack build failures on lsst-dev01<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
git-lfs related lsstsw installation error on macOS Sierra,0.375,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
git-lfs related lsstsw installation error on macOS Sierra<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Update dev guide to clarify C++ construction syntax (implements RFC-242),1.0,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update dev guide to clarify C++ construction syntax (implements RFC-242)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Microservice bootstrapper doesn't handle maketrans() correctly,1.0,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Microservice bootstrapper doesn't handle maketrans() correctly<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Investigate stack-like installation requirements for Pegasus,3.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Investigate stack-like installation requirements for Pegasus<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Make simpleShape less chatty,0.5,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Make simpleShape less chatty<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Refactor FileInfo and FileData classes into one class,3.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Refactor FileInfo and FileData classes into one class<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Re-enable MKL/OpenBLAS,1.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Re-enable MKL/OpenBLAS<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Add 2-d version of cppIndex,0.5,8,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Add 2-d version of cppIndex<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 8<|eot_id|>",False
Drivers should be able to be made less verbose about eups,1.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Drivers should be able to be made less verbose about eups<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Investigate downcasting of Table and Record types in pybind11,2.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Investigate downcasting of Table and Record types in pybind11<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Advanced study on k8s (kubernetes),10.0,30,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Advanced study on k8s (kubernetes)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 30<|eot_id|>",False
Create common S3 upload/interface Python package for LSST the Docs microservices and clients,3.7,10,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Create common S3 upload/interface Python package for LSST the Docs microservices and clients<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 10<|eot_id|>",False
Add LTD Dasher interaction into LTD Keeper,6.0,8,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Add LTD Dasher interaction into LTD Keeper<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 8<|eot_id|>",False
LTD Dasher: create microservice skeleton,1.8,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
LTD Dasher: create microservice skeleton<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Implement MVP for edition and build static dashboards in LTD Dasher,14.5,20,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Implement MVP for edition and build static dashboards in LTD Dasher<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 20<|eot_id|>",False
